id,guardian_id,question,answer,status,similarity_score,llm_model,response_latency_ms,cited_document_ids,escalated_at,created_at
2669665a-eab5-4320-924b-b6e8b2228615,null,what is the school rank,"JBCN International School, Parel has achieved top honors across three prestigious national education rankings for 2025–26, as mentioned in Circular C 172 issued on October 28, 2025. Additionally, according to Circular C 148 issued on October 7, 2025, JBCN International School, Parel has been ranked 33rd among the Top IB Schools globally. This ranking reflects the strength of academic results, the quality of university placements, and the depth of teaching and learning practices.

Sources:
1. C 172 (2025 26) Celebrating JBCN Parel’s Outstanding National Rankings — 2025-10-29
2. C 016 (2025 26) School Bus Routes For The AY 25 26 — 2025-11-01
3. C 148 (2025 26) Celebrating Global Recognition JBCN Parel Is A Part Of The Top 40 IB Schools In The World — 2025-10-07
4. C 062 (2025 26) School Schedule For Tuesday, 19th August 2025 — 2025-08-19
5. C 054 (2025 26) Reminder Executive Committee Of The PTA For The AY 2025 26 At JBCN International School, Parel — 2025-08-12
6. C 092 (2025 26) Leadership Announcement – Central Processing Unit And School Administration — 2025-09-06
7. C 018 (2025 26) Leadership Transition At JBCN International School, Parel & Chembur — 2025-07-21
8. LQ Exam Circular (JBCN International School, Parel) (2) — 2025-11-12
9. School reopens for Primary and Secondary Learners — 2026-07-28
10. School reopens for Learners — 2026-01-06
11. JBCN STARS (Inter school math competition) — 2025-10-11
12. Artopia-Interschool Competition — 2025-10-01",answered,0.458333,gemini-2.0-flash,11993,"[""9d8e658c-12e4-4f3f-83ac-6a3d8d80c9ab"",""4738b239-a818-4e0f-ac5e-67218a1dca93"",""9ba2ad9a-57fe-4631-a58c-f0e3c5c4e4ed"",""2496a2dc-ebe3-4277-b85c-6804742a9f9e"",""68572ef8-2aa4-4595-b04d-c394f58d721c"",""667b0f83-5620-4568-add7-472b29745c07"",""a66d111c-a291-472d-88ca-07dbd8ec6894"",""b5f6c37c-3348-4405-ae14-2b75b08d7639""]",null,2025-10-29 07:18:33.702197+00
42f908dc-8363-4a32-8a8d-045927d95af9,null,tell me about the most recent circular,"The most recent circular is the LQ Exam Circular, issued on November 12, 2025, for students in Grades 1, 2, and 3. It concerns the First Stage Mental Aptitude Olympiad for students registered in the LogIQids Mental Aptitude Program 2025-26. The exam is scheduled for November 12, 2025, and will be conducted offline in school. Students in Grade 3 will have 25% negative marking for incorrect answers.

Sources:
1. LQ Exam Circular (JBCN International School, Parel) (2) — 2025-11-12",answered,0.27031846914672264,gemini-2.0-flash,7715,"[""b5f6c37c-3348-4405-ae14-2b75b08d7639""]",null,2025-10-29 07:18:05.325321+00
c817757a-d565-4fee-99d3-12931a25a37b,null,when diwali break end?,Calendar: Diwali Break runs from 16 Oct 2025 to 24 Oct 2025 (9 days). Audience: whole_school_holiday.,answered,null,calendar-resolver,1112,[],null,2025-10-29 07:17:34.016498+00
97d372b3-e916-477c-8eac-d5a92a0c6939,null,when is next school break?,"Right now, School reopens for Learners runs from 28 Oct 2025 to 06 Jan 2026. Classes resume on 07 Jan 2026.

The next break is Christmas Break from 22 Dec 2025 to 02 Jan 2026. Classes resume on 03 Jan 2026.",answered,null,deterministic-calendar,1138,[],null,2025-10-29 07:14:11.862189+00
08b61f4b-0e3b-4721-bfc2-fe90b9e5ed39,null,when is halloween,"Calendar: Halloween Celebrations runs on 31 Oct 2025. Halloween Celebrations. Audience: primary.

Circulars:
- Halloween Celebration 31st October 2025",answered,null,calendar-resolver,1343,"[""0ae4f58c-e5cc-4b49-b0d2-a52d26911523""]",null,2025-10-29 07:13:49.452247+00
80c46570-e6e9-4ede-8dfa-7db1e69ce086,null,tell me about Nashik trip,"Grade 3 will be going on an outstation EduTrip to Nashik from January 14th to January 16th, 2026, according to the calendar and the Parent Orientation circular issued on January 16th, 2026. The students will be staying at the Freesia Resort by Express Inn, with quad-sharing room arrangements as stated in the circular. Transportation will be provided via AC Deluxe Coaches with amenities such as 2x2 pushback hi-tech seats and a music system. Activities include visits to a hydroponics & aeroponics farm, a coin museum, Pandavleni Caves, and a local school, among others, as detailed in the circular. There will also be a hands-on archaeology workshop and adventure activities.

Sources:
1. Parent Orientation JBCN Parel G3 Nashik — 2026-01-16
2. C 075 (2025 26) Academic Educational Field Trip — 2025-09-12
3. C 165 (2025 26) Educational Field Trip (1) — 2025-10-28
4. Edu Trip Ends (Grade 3,4 & 5) — 2026-01-16
5. Edu Trip (Grade 3 ,4 & 5) — 2026-01-15
6. Edu Trip Begins (Grade 3) — 2026-01-14
7. Edu Trip Begins (Grade 4 & 5) — 2026-01-13",answered,0.645886857685055,gemini-2.0-flash,11601,"[""68ab3fb5-966f-45cb-b2c2-fc8c19b1d8d5"",""4f0ce02e-a1f3-4a8f-b51f-ea1c6d132a18"",""f425db34-9d26-44b5-a065-181fe6d04888""]",null,2025-10-29 07:13:22.424701+00
a10c41a1-5329-4271-8ed9-9d101ddef6f1,null,when diwali break end?,Calendar: Diwali Break runs from 16 Oct 2025 to 24 Oct 2025 (9 days). Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,2468,[],null,2025-10-29 07:08:33.282729+00
8315258f-bff2-4a97-88bc-f46eeb2a8e74,null,when diwali break end?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,944,[],null,2025-10-29 06:57:43.534977+00
d45e2f0d-3bbf-4746-ac52-a18ad6d89d69,null,when does diwali break end?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,7138,[],null,2025-10-29 05:29:36.082813+00
263abe0b-e6eb-49fe-a9c8-ef2ca9443df1,null,when does diwali break end?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,5215,[],null,2025-10-29 05:27:14.733627+00
e3be4d4d-f771-4f28-bfc0-74ca37613d2d,null,when does diwali break end?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,4804,[],null,2025-10-29 05:13:46.54049+00
a0061a76-1739-40b1-b924-d1c8abe85b03,null,Where is grade 9 going for edutrip,Calendar: Reports Go Live (grade 1-5) runs from 03 Oct 2025 to 18 Dec 2025 (77 days). Reports Go Live (Grade 1-5). Audience: primary.,answered,null,calendar-resolver,4018,[],null,2025-10-28 03:11:08.1284+00
967cbdc7-1277-49e9-ac09-9bd09b85b6a5,null,when does diwali break end?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,4029,[],null,2025-10-27 17:46:18.005541+00
3b832333-d3a5-41bb-a557-01da624a9b0e,null,When is the halloween celebration?,"Calendar: Halloween Celebrations runs on 31 Oct 2025. Halloween Celebrations. Audience: primary.

Circulars:
- Halloween Celebration 31st October 2025",answered,null,calendar-resolver,5833,"[""0ae4f58c-e5cc-4b49-b0d2-a52d26911523""]",null,2025-10-27 16:54:19.20869+00
9cff149c-1244-4b3b-9dd7-4d77a620d906,null,When is the n÷xt field trip?,Calendar: Learner Kit Distribution runs from 14 Jul 2025 to 23 Jul 2025 (10 days). Learner Kit Distribution. Audience: primary.,answered,null,calendar-resolver,3571,[],null,2025-10-27 16:51:43.219843+00
035b5c1d-d1f2-4f85-9f0e-8650c5fd0ff0,null,When is Nashik trip,"The Grade 3 educational trip to Nashik is scheduled from January 14th to January 16th, 2026, according to the calendar. The trip includes visits to the Coin Museum, Pandavleni Caves, and a local school, as well as archaeology workshops and cultural exchange activities, as mentioned in the ""Parent Orientation JBCN Parel G3 Nashik"" circular. The circular also mentions a farewell night celebration on January 15th, 2026. The ""Parent Orientation JBCN Parel G3 Nashik"" circular is about this trip.

Sources:
1. Parent Orientation JBCN Parel G3 Nashik — 2026-01-16
2. C 075 (2025 26) Academic Educational Field Trip — 2025-09-12
3. C 165 (2025 26) Educational Field Trip (1) — 2025-10-28
4. Edu Trip Ends (Grade 3,4 & 5) — 2026-01-16
5. Edu Trip (Grade 3 ,4 & 5) — 2026-01-15
6. Edu Trip Begins (Grade 3) — 2026-01-14
7. Edu Trip Begins (Grade 4 & 5) — 2026-01-13",answered,0.5667395745045893,gemini-2.0-flash,15889,"[""68ab3fb5-966f-45cb-b2c2-fc8c19b1d8d5"",""4f0ce02e-a1f3-4a8f-b51f-ea1c6d132a18"",""f425db34-9d26-44b5-a065-181fe6d04888""]",null,2025-10-27 15:19:36.319505+00
88fff103-a841-4252-b9ae-8a9d164120dc,null,When is Halloween celebration in primary,"Calendar: Halloween Celebrations runs on 31 Oct 2025. Halloween Celebrations. Audience: primary.

Circulars:
- Halloween Celebration 31st October 2025",answered,null,calendar-resolver,6084,"[""0ae4f58c-e5cc-4b49-b0d2-a52d26911523""]",null,2025-10-27 13:52:15.73184+00
11c5790f-9598-42c8-bace-d08f95aa18d6,null,When does school reopen,"Calendar: Primary and Secondary Reopens for learners runs on 24 Jul 2025. Primary and Secondary Reopens for learners. Audience: primary, secondary.

Circulars:
- C 081 (2025 26) Clarification About Diwali Break & School Reopening",answered,null,calendar-resolver,5522,"[""066f49cd-2f7a-427f-a971-f2f83e7c62a8""]",null,2025-10-27 13:49:16.031154+00
7f908a64-1b2f-4690-8f4e-69a8cb01c1c0,null,When is Nashik trip?,"The Grade 3 educational trip to Nashik is scheduled from January 14th to January 16th, 2026, according to the calendar. The ""Parent Orientation JBCN Parel G3 Nashik"" circular confirms the dates of the trip as January 14th-16th, 2026. The trip includes visits to the Coin Museum, Pandavleni Caves, and a local school, as well as an archaeology workshop and a farewell celebration.

Sources:
1. Parent Orientation JBCN Parel G3 Nashik — 2026-01-16
2. C 075 (2025 26) Academic Educational Field Trip — 2025-09-12
3. C 165 (2025 26) Educational Field Trip (1) — 2025-10-28
4. Edu Trip Ends (Grade 3,4 & 5) — 2026-01-16
5. Edu Trip (Grade 3 ,4 & 5) — 2026-01-15
6. Edu Trip Begins (Grade 3) — 2026-01-14
7. Edu Trip Begins (Grade 4 & 5) — 2026-01-13",answered,0.5562314711402835,gemini-2.0-flash,17024,"[""68ab3fb5-966f-45cb-b2c2-fc8c19b1d8d5"",""4f0ce02e-a1f3-4a8f-b51f-ea1c6d132a18"",""f425db34-9d26-44b5-a065-181fe6d04888""]",null,2025-10-27 13:48:40.82159+00
cd991cc2-545c-4942-9dd2-f54af8ad28c7,null,When is Diwali vacation?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,3971,[],null,2025-10-27 13:47:57.207492+00
6764e381-b248-4326-bc15-4f70c369b03c,null,when does diwali break end?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,4833,[],null,2025-10-27 13:25:34.370556+00
afbbbd76-0829-4e9d-b657-76c89a955ec2,null,when is Nashik trip,"The Grade 3 educational trip to Nashik, also referred to as the Outstation Edutrip, is scheduled from January 14th to January 16th, 2026, according to the ""Parent Orientation JBCN Parel G3 Nashik"" circular. The trip includes visits to the Coin Museum, Pandavleni Caves, and a local school, as well as archaeology workshops and cultural activities. (Parent Orientation JBCN Parel G3 Nashik (2026-01-16) circular, Calendar events)

Sources:
1. Parent Orientation JBCN Parel G3 Nashik — 2026-01-16
2. C 075 (2025 26) Academic Educational Field Trip — 2025-09-12
3. C 165 (2025 26) Educational Field Trip (1) — 2025-10-28
4. Edu Trip Ends (Grade 3,4 & 5) — 2026-01-16
5. Edu Trip (Grade 3 ,4 & 5) — 2026-01-15
6. Edu Trip Begins (Grade 3) — 2026-01-14
7. Edu Trip Begins (Grade 4 & 5) — 2026-01-13",answered,0.5490777924479293,gemini-2.0-flash,15036,"[""68ab3fb5-966f-45cb-b2c2-fc8c19b1d8d5"",""4f0ce02e-a1f3-4a8f-b51f-ea1c6d132a18"",""f425db34-9d26-44b5-a065-181fe6d04888""]",null,2025-10-27 13:23:17.146043+00
6d16ac7e-3bb9-4076-8f57-3172068a7ad1,null,when does the term end?,Calendar: Mid Term Break Begins runs on 30 Mar 2026. Mid Term Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,1397,[],null,2025-10-26 22:54:03.678504+00
682616b4-fad3-4dcc-86dc-9f8d2452ff07,null,what should kids wear on halloween?,"For Halloween on October 31, 2025, Grade 3 learners are requested to come dressed for the event, according to the ""Halloween Celebration 31st October 2025"" circular. The calendar also notes that Halloween Celebrations will be held on October 31, 2025. Check the Halloween invite for more details.

Sources:
1. Halloween Celebration 31st October 2025 — 2025-10-31
2. C 129 (2025 26) Workshop Invite The Parenting Survival Kit Raising Kids With Calm And Clarity By Ms. Toral Shah — 2025-09-25
3. C 046 (2025 26) Subscription For Kids Junior Young Youth Insight Children’s Monthly Magazine — 2025-10-22
4. Halloween Celebrations — 2025-10-31",answered,0.4899181161685869,gemini-2.0-flash,10927,"[""0ae4f58c-e5cc-4b49-b0d2-a52d26911523"",""6f3e1406-03f6-4cfc-b03c-944ffe2eeb32"",""7f2a5859-cc67-429c-8eb4-56f91cf40348""]",null,2025-10-26 22:53:07.864094+00
1f529321-48c0-4ac1-95b7-93cc906b43cb,null,what is plan for halloween?,Calendar: Halloween Celebrations runs on 31 Oct 2025. Halloween Celebrations. Audience: primary.,answered,null,calendar-resolver,1891,[],null,2025-10-26 22:52:00.841041+00
36b92ddd-886b-4a52-b8d0-524765961db3,null,when does diwali break end?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,2057,[],null,2025-10-26 22:44:55.780645+00
69cc7a8d-fcd5-4c65-b44f-e721d0999e08,null,when does it end?,"Calendar: Learner Kit Distribution runs on 14 Jul 2025. Learner Kit Distribution. Audience: primary.

Circulars:
- End Of Unit Reflection (parents)",answered,null,calendar-resolver,1228,"[""c0c0c0ef-cd0b-4ed7-8fae-cf56769c1a78""]",null,2025-10-26 22:44:40.397107+00
02635557-1f51-402e-b3af-9c30cc481303,null,when is diwali vacation?,Calendar: Diwali Break Begins runs on 16 Oct 2025. Diwali Break Begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,2045,[],null,2025-10-26 22:44:17.071547+00
cd4d3e73-aecf-4ee0-98e3-85ccef332b3b,null,when is inspireus?,"InspirUs 2026 is an exciting event to celebrate the learners' potential! The theme for this year is ""Aspire to Inspire: A Journey Through Every Skill, Every Step, Every Story!"" (Circular: Inspire US 2025 26). The InspirUs event begins with ""Athletic Me,"" focusing on wellness and fitness (Circular C 097). The finals for Athletic Me will be held on Monday, October 13th and Tuesday, October 14th (Circular C 151).

Sources:
1. Inspire US 2025 26 — 2025-10-22
2. C 097 (2025 26) Inspirus 2025 26 – Athletic Me (1) — 2025-09-15
3. C 140 (2025 26) Inspirus 2025 26 – Athletic Me Precursor Rounds — 2025-10-07
4. C 118 (2025 26) Inspirus 2025 26 – Athletic Me Practice Schedule & Guidelines — 2025-09-19
5. C 151 (2025 26) Inspirus 2025 26 – Athletic Me Finals — 2025-10-13",answered,0.5688906777562228,gemini-2.0-flash,13100,"[""e89be13a-bc22-4048-a7f4-11409a8501bf"",""64c2dab2-3e5a-4aa0-ae70-fcb9f9e01dc9"",""26422f24-6bce-4138-934b-d61bf08f72c4"",""5123b677-4509-42a8-8023-3c637bc85787"",""ae1fc435-0776-4d89-a607-53a329bcce38""]",null,2025-10-26 22:43:33.662731+00
61e9ba30-1f8e-4c24-a2c8-c632bfb3d702,null,is 31st December a holiday?,"Calendar: Yes, 31st december (31 Dec 2025) falls during Christmas break begins (22 Dec 2025 – 02 Jan 2026). Classes resume on 03 Jan 2026.",answered,null,deterministic-calendar,4795,[],null,2025-10-26 22:41:17.981138+00
72105f92-f6fb-46d1-bdb2-e877fbc9a710,null,who is on the pta?,"The PTA Executive Committee members for the Academic Year 2025-26 have been announced; please refer to the appended list in circular C 115 dated September 17, 2025, for details. The list has also been uploaded to MSO and Toddle. The formation of the PTA Executive Committee is to promote parental involvement and collaboration in school, to optimize learner development in all areas. (Circular C 043 and C 115)

Sources:
1. C 115 (2025 26) PTA Executive Committee For The AY 2025 26 — 2025-09-17
2. C 043 (2025 26) Executive Committee Of The PTA For The AY 2025 26 At JBCN International School, Parel — 2025-08-12
3. C 054 (2025 26) Reminder Executive Committee Of The PTA For The AY 2025 26 At JBCN International School, Parel — 2025-08-12
4. C 003 (2025 26) Reminder Myschoolone Orientation & Ancillary Services For AY 2025 26 — 2025-06-05",answered,0.5286854116388374,gemini-2.0-flash,7484,"[""78899dee-e727-49b6-9e6b-608a22956285"",""a8a661ff-2e60-48d3-8efb-f5f27d67e600"",""68572ef8-2aa4-4595-b04d-c394f58d721c"",""208dcc85-b2df-49f1-b95b-0addb146bcb0""]",null,2025-10-26 22:30:30.952902+00
e0e28662-5ef5-4285-ac32-66d366f6c947,null,is 31st December a holiday?,"Calendar: Yes, 31st december (31 Dec 2025) falls during Christmas break begins (22 Dec 2025 – 02 Jan 2026). Classes resume on 03 Jan 2026.",answered,null,deterministic-calendar,1825,[],null,2025-10-26 22:30:09.579973+00
b3b26b9a-ea2b-4ada-9391-5e3df89d28b6,null,tell me about the Nashik trip,"Grade 3 will be going on an outstation educational trip to Nashik from January 14th to 16th, 2026, according to the calendar and the Parent Orientation circular. The trip includes visits to the Coin Museum, Pandavleni Caves, and a local school, as well as an archaeology workshop and a farewell celebration. (Circular: Parent Orientation JBCN Parel G3 Nashik, Calendar: Edu Trip Begins (Grade 3), Edu Trip, Edu Trip Ends). The trip aims to teach essential life skills like self-management, organizational skills, and social skills. (Circular: Parent Orientation JBCN Parel G3 Nashik). There will be a parent orientation on January 16th, 2026, regarding the trip. (Circular: Parent Orientation JBCN Parel G3 Nashik).

Sources:
1. Parent Orientation JBCN Parel G3 Nashik — 2026-01-16
2. C 075 (2025 26) Academic Educational Field Trip — 2025-09-12
3. C 165 (2025 26) Educational Field Trip (1) — 2025-10-28
4. Edu Trip Ends (Grade 3,4 & 5) — 2026-01-16
5. Edu Trip (Grade 3 ,4 & 5) — 2026-01-15
6. Edu Trip Begins (Grade 3) — 2026-01-14
7. Edu Trip Begins (Grade 4 & 5) — 2026-01-13",answered,0.539101738047694,gemini-2.0-flash,10253,"[""68ab3fb5-966f-45cb-b2c2-fc8c19b1d8d5"",""4f0ce02e-a1f3-4a8f-b51f-ea1c6d132a18"",""f425db34-9d26-44b5-a065-181fe6d04888""]",null,2025-10-26 22:29:58.351575+00
bbcd154c-5681-4b42-aaef-6ab5a82112b4,null,tell me about the Nashik trip,Calendar: Inspirus Athletic Me Track And Field runs from 02 Feb 2026 to 03 Feb 2026 (2 days). InspirUs Athletic me Track and Field. Audience: primary.,answered,null,calendar-resolver,1531,[],null,2025-10-26 22:26:20.441196+00
3cc60b80-ccb2-4ca1-8c66-b5272c1488b9,null,is 31st December a holiday?,"Calendar: Yes, 31st december (31 Dec 2025) falls during Christmas break begins (22 Dec 2025 – 02 Jan 2026). Classes resume on 03 Jan 2026.",answered,null,deterministic-calendar,3167,[],null,2025-10-26 22:26:03.739398+00
8e1b6667-ee82-41ab-ae86-99da2b557d91,null,is 31st December a holiday?,"I do not know based on the available sources. While I have information about several holidays and breaks, there is no mention of December 31st being a holiday in the provided calendar events or circulars. Please check official school communications for confirmation.

Sources:
1. C 091 (2025 26) Important Information Regarding Eid E Milad Holiday — 2025-09-05
2. Halloween Celebration 31st October 2025 — 2025-10-31
3. Mid Term Break Begins — 2026-04-05
4. InspirUs Holiday — 2026-02-20
5. JBCN Amplify 4.0 - Teacher Training (Holiday for Learners) — 2026-01-31
6. JBCN Amplify 4.0- Teacher Training (Holiday for Learners) — 2026-01-30
7. Christmas break begins — 2026-01-02
8. Diwali Break Begins — 2025-10-24
9. Holiday Primary and Pre primary — 2025-09-02
10. Independence Day Holiday for Pre-primary & Primary — 2025-08-15",answered,0.39820080545919206,gemini-2.0-flash,8959,"[""cf929918-72c4-4048-9a09-69aaf4353b6b"",""0ae4f58c-e5cc-4b49-b0d2-a52d26911523""]",null,2025-10-26 22:19:39.540142+00
80702185-3eac-45b9-9070-224cbfd0a2fd,null,who is on the pta?,"The PTA Executive Committee members for the Academic Year 2025-26 have been announced; the list is available in circular C 115 (2025 26) dated September 17, 2025. You can find the names of the parent representatives on MSO and Toddle. The formation of the PTA Executive Committee is important to promote parental involvement and collaboration in school, to optimize learner development in all areas. Nominations for the Executive Committee were due on August 12, 2025, as mentioned in circulars C 043 and C 054.

Sources:
1. C 115 (2025 26) PTA Executive Committee For The AY 2025 26 — 2025-09-17
2. C 043 (2025 26) Executive Committee Of The PTA For The AY 2025 26 At JBCN International School, Parel — 2025-08-12
3. C 054 (2025 26) Reminder Executive Committee Of The PTA For The AY 2025 26 At JBCN International School, Parel — 2025-08-12
4. C 003 (2025 26) Reminder Myschoolone Orientation & Ancillary Services For AY 2025 26 — 2025-06-05",answered,0.5286854116388374,gemini-2.0-flash,10099,"[""78899dee-e727-49b6-9e6b-608a22956285"",""a8a661ff-2e60-48d3-8efb-f5f27d67e600"",""68572ef8-2aa4-4595-b04d-c394f58d721c"",""208dcc85-b2df-49f1-b95b-0addb146bcb0""]",null,2025-10-26 22:19:02.445266+00
5c0796c5-6e5b-4e3f-98d5-b8f3bf2cab74,null,tell me more about Nashik trip,"Grade 3 learners will be going on an outstation educational trip to Nashik from January 14th to 16th, 2026, as per the ""Parent Orientation JBCN Parel G3 Nashik"" circular. The trip includes visits to the Coin Museum with a hands-on archeology session, Pandavleni Caves, and a local school for cultural exchange and a donation drive (books & supplies). There will also be a farewell night celebration with fun, bonding, and cultural activities. The purpose of the trip is to provide learning beyond classroom walls and develop life skills.

Sources:
1. Parent Orientation JBCN Parel G3 Nashik — 2026-01-16
2. C 075 (2025 26) Academic Educational Field Trip — 2025-09-12
3. C 165 (2025 26) Educational Field Trip (1) — 2025-10-28
4. Edu Trip Ends (Grade 3,4 & 5) — 2026-01-16
5. Edu Trip (Grade 3 ,4 & 5) — 2026-01-15
6. Edu Trip Begins (Grade 3) — 2026-01-14
7. Edu Trip Begins (Grade 4 & 5) — 2026-01-13",answered,0.516268642425543,gemini-2.0-flash,11434,"[""68ab3fb5-966f-45cb-b2c2-fc8c19b1d8d5"",""4f0ce02e-a1f3-4a8f-b51f-ea1c6d132a18"",""f425db34-9d26-44b5-a065-181fe6d04888""]",null,2025-10-26 22:13:43.293044+00
a48f0b90-59f1-4a18-b313-f1f786ee5d4a,null,tell me more about Nashik trip,Calendar: Ganesh Chaturthi runs on 27 Aug 2025. Ganesh Chaturthi. Audience: whole_school_holiday.,answered,null,calendar-resolver,1977,[],null,2025-10-26 22:10:35.692907+00
0aa3ab65-e1a0-45ec-ae1d-7b0303e29adb,null,tell me more about Nashik trip,Calendar: Ganesh Chaturthi runs on 27 Aug 2025. Ganesh Chaturthi. Audience: whole_school_holiday.,answered,null,calendar-resolver,1725,[],null,2025-10-26 22:08:02.491261+00
064c9cb4-2bb4-4ca5-bef7-d86d7d989421,null,when is christmas break?,Calendar: Christmas break begins runs on 22 Dec 2025. Christmas break begins. Audience: whole_school_holiday.,answered,null,calendar-resolver,1706,[],null,2025-10-26 22:07:39.763482+00
83e5f8ad-911b-4e2e-a750-f2929dc6b549,null,when is next break?,The next break is Christmas Break from 22 Dec 2025 to 02 Jan 2026. Classes resume on 03 Jan 2026.,answered,null,deterministic-calendar,2865,[],null,2025-10-26 22:07:18.173862+00
763f28c7-3f55-408d-808a-d9497a51d547,null,when is the next break,The next break is Christmas Break For Pre Primary from 19 Dec 2025 to 19 Dec 2025. Classes resume on 20 Dec 2025.,answered,null,deterministic-calendar,2690,[],null,2025-10-26 21:51:12.077457+00
38bb0953-ad72-44ac-986e-804b88a6ae9c,null,when is Christmas break?,Calendar: Christmas Party runs on 16 Dec 2025. Christmas Party. Audience: pre_primary.,answered,null,calendar-resolver,2153,[],null,2025-10-26 21:48:45.885905+00
b3eb6b49-9463-4a16-90a1-6d6f8240d895,null,when is the next holiday break,The next break is Break (holiday & Whole School) from 22 Dec 2025 to 31 Mar 2026. Classes resume on 01 Apr 2026.,answered,null,deterministic-calendar,4492,[],null,2025-10-26 18:16:12.05488+00
54c1631f-e7a8-4b32-9db3-e74ca5aaff68,null,When do we have spring break in school,"Based on the provided documents, the break for Grade 3 is from December 22, 2025, to March 31, 2026. There are also several breaks and holidays in April 2026. These include Term Break Mid Break on April 4, Term Ends on April 5, and other breaks throughout the month.

Sources:
1. C 080 (2025 26) School Schedule For 2nd To 4th September 2025 — 2025-09-04
2. C 062 (2025 26) School Schedule For Tuesday, 19th August 2025 — 2025-08-19
3. C 016 (2025 26) School Bus Routes For The AY 25 26 — 2025-11-01
4. C 054 (2025 26) Reminder Executive Committee Of The PTA For The AY 2025 26 At JBCN International School, Parel — 2025-08-12
5. C 092 (2025 26) Leadership Announcement – Central Processing Unit And School Administration — 2025-09-06
6. C 018 (2025 26) Leadership Transition At JBCN International School, Parel & Chembur — 2025-07-21
7. Ends (Whole School) — 2026-06-04
8. Quarter 4 (Whole School) — 2026-06-03
9. Day (Holiday & Whole School) — 2026-05-01
10. Didi Dada Day (Whole School) — 2026-04-30
11. Jayanti (Whole School & Holiday) — 2026-04-14
12. Ambedkar (Holiday & Whole School) — 2026-04-13
13. Term Ends (Holiday & Whole School) — 2026-04-05
14. Term Break Mid Break (Holiday & Whole School) — 2026-04-04
15. Mid (Holiday & Whole School) — 2026-04-03
16. Break GOOD FRIDAY (Holiday & Whole School) — 2026-04-02
17. Break Mid Term (Holiday & Whole School) — 2026-04-01
18. break (Holiday & Whole School) — 2026-03-31
19. Term Break Mid Term (Holiday & Whole School) — 2026-03-30
20. Quarter 3 (Whole School) — 2026-03-26
21. EID (Whole School & Holiday) — 2026-03-19
22. Gudi Padwa (Whole School & Holiday) — 2026-03-18
23. Holi (Whole School & Holiday) — 2026-03-03
24. Holiday (Whole School) — 2026-02-20
25. InspirUs (Whole School) — 2026-02-19
26. Shivaji (Holiday & Whole School) — 2026-02-18
27. Athletic me (Whole School) — 2026-02-03
28. and Field (Whole School) — 2026-02-03
29. Athletic me InspirUs and Field Track (Whole School) — 2026-02-02
30. Schools Championship for - Ends — 2026-01-31
31. Day (Whole School & Holiday) — 2026-01-26
32. Secondary (Whole School & Holiday) — 2026-01-26
33. Schools Cricket — 2026-01-19
34. Reopens for 3 Begins (Whole School) — 2026-01-06
35. School Learners Quarter (Whole School) — 2026-01-05
36. Christmas (Holiday & Whole School) — 2026-01-01
37. Carnival Ends (Whole School) — 2025-12-20
38. School reopens for Learners (Whole School) — 2025-10-28
39. Diwali Break Begins (Holiday & Whole School) — 2025-10-24
40. Changemaker Awards Day (Whole School) — 2025-10-08
41. Quarter 2 Begins (Whole School) — 2025-10-06
42. Quarter 1 Begins (Whole School) — 2025-10-03
43. Dussehra Gandhi Jayanthi (Holiday & Whole School) — 2025-10-02
44. Artopia-Interschool Competition (Primary & Secondary) — 2025-10-01
45. Ganesh Chaturthi (Whole School & Holiday) — 2025-08-29
46. Independence Day Holiday for Pre- primary & Primary (Whole School & Holiday) — 2025-08-15",answered,0.4040287675557197,gemini-2.0-flash,18987,"[""d30bfbc7-91ab-4a69-afa4-8f1e910e73ed"",""2496a2dc-ebe3-4277-b85c-6804742a9f9e"",""4738b239-a818-4e0f-ac5e-67218a1dca93"",""68572ef8-2aa4-4595-b04d-c394f58d721c"",""667b0f83-5620-4568-add7-472b29745c07"",""a66d111c-a291-472d-88ca-07dbd8ec6894""]",null,2025-10-26 09:10:31.698163+00
